20 0.95000 0.0000727212543550 0.0000132418912225
20 0.85000 0.0020110568896830 0.0000958423781788
20 0.75000 0.0134915227370180 0.0004929118497875
20 0.65000 0.1500938143609495 0.0044859986405438
20 0.55000 0.4957838739968061 0.0060422355884166
20 0.45000 0.6723698059825129 0.0047971226786000
20 0.35000 0.7421528993760670 0.0041826933881373
20 0.25000 0.7726415661583496 0.0038185262191227
20 0.15000 0.7951537337662475 0.0040413609295095
20 0.05000 0.7924666666667015 0.0053960337285825
40 0.95000 0.0000256769552970 0.0000030345946182
40 0.85000 0.0008068390156415 0.0000239325303350
40 0.75000 0.0049698591314445 0.0001505323437857
40 0.65000 0.0723879517868320 0.0027214653209941
40 0.55000 0.5734126321777174 0.0056728310414195
40 0.45000 0.7354157782491350 0.0040902447741764
40 0.35000 0.7922907309243341 0.0034454717370980
40 0.25000 0.8103453349796010 0.0033160081554783
40 0.15000 0.8365926060051140 0.0032463589587928
40 0.05000 0.8465916666667725 0.0040204629319870
60 0.95000 0.0000210616140915 0.0000020669231342
60 0.85000 0.0004816055546440 0.0000124975571261
60 0.75000 0.0027696640416510 0.0000646953474071
60 0.65000 0.0396647740414540 0.0017378521101247
60 0.55000 0.6184413638158556 0.0053001893038059
60 0.45000 0.7761379008399170 0.0036758745962943
60 0.35000 0.8233734474005880 0.0031419752142145
60 0.25000 0.8417348277674289 0.0028644952568390
60 0.15000 0.8506656942730809 0.0029413008050550
60 0.05000 0.8564827380953061 0.0037576970355345
